




Time (Second)	Temperature (K)	Field 1 	Field 2 	Field 3 	Gate Voltage (Volt)	SR510 No. 1 (Ohm}	SR510 No. 2 (Ohm}	Empty	Empty	Leakage Current
1.252000E+0	0.000000E+0	5.500100E+0	0.000000E+0	0.000000E+0	0.000000E+0	6.695000E+2	6.820000E+3	0.000000E+0	0.000000E+0	-6.307708E-10
3.265000E+0	0.000000E+0	5.498500E+0	0.000000E+0	0.000000E+0	0.000000E+0	6.725000E+2	6.835000E+3	0.000000E+0	0.000000E+0	-6.602631E-10
5.278000E+0	0.000000E+0	5.491200E+0	0.000000E+0	0.000000E+0	0.000000E+0	6.725000E+2	6.845000E+3	0.000000E+0	0.000000E+0	-5.663289E-10
7.286000E+0	0.000000E+0	5.484300E+0	0.000000E+0	0.000000E+0	0.000000E+0	6.720000E+2	6.840000E+3	0.000000E+0	0.000000E+0	-5.150039E-10
9.293000E+0	0.000000E+0	5.478200E+0	0.000000E+0	0.000000E+0	0.000000E+0	6.720000E+2	6.840000E+3	0.000000E+0	0.000000E+0	-4.925783E-10
1.130200E+1	0.000000E+0	5.471300E+0	0.000000E+0	0.000000E+0	0.000000E+0	6.710000E+2	6.840000E+3	0.000000E+0	0.000000E+0	-3.990676E-10
1.330300E+1	0.000000E+0	5.465500E+0	0.000000E+0	0.000000E+0	0.000000E+0	6.695000E+2	6.835000E+3	0.000000E+0	0.000000E+0	-5.135230E-10
1.530700E+1	0.000000E+0	5.458200E+0	0.000000E+0	0.000000E+0	0.000000E+0	6.675000E+2	6.825000E+3	0.000000E+0	0.000000E+0	-5.408146E-10
1.731400E+1	0.000000E+0	5.451500E+0	0.000000E+0	0.000000E+0	0.000000E+0	6.655000E+2	6.820000E+3	0.000000E+0	0.000000E+0	-5.034103E-10
1.932200E+1	0.000000E+0	5.445400E+0	0.000000E+0	0.000000E+0	0.000000E+0	6.635000E+2	6.815000E+3	0.000000E+0	0.000000E+0	-4.360065E-10
2.133000E+1	0.000000E+0	5.438400E+0	0.000000E+0	0.000000E+0	0.000000E+0	6.605000E+2	6.810000E+3	0.000000E+0	0.000000E+0	-3.663601E-10
2.333800E+1	0.000000E+0	5.431400E+0	0.000000E+0	0.000000E+0	0.000000E+0	6.580000E+2	6.795000E+3	0.000000E+0	0.000000E+0	-2.918589E-10
2.531800E+1	0.000000E+0	5.425300E+0	0.000000E+0	0.000000E+0	0.000000E+0	6.545000E+2	6.775000E+3	0.000000E+0	0.000000E+0	-6.476112E-10
2.732200E+1	0.000000E+0	5.418300E+0	0.000000E+0	0.000000E+0	0.000000E+0	6.520000E+2	6.765000E+3	0.000000E+0	0.000000E+0	-6.264550E-10
