




Time (Second)	Temperature (K)	Field 1 	Field 2 	Field 3 	Gate Voltage (Volt)	SR510 No. 1 (Ohm}	SR510 No. 2 (Ohm}	Empty	Empty	Leakage Current
1.000000E-1	0.000000E+0	5.499400E+0	0.000000E+0	0.000000E+0	-5.000000E-1	8.400000E+1	1.255500E+4	0.000000E+0	0.000000E+0	-6.591627E-10
1.707000E+0	0.000000E+0	5.499400E+0	0.000000E+0	0.000000E+0	-4.900000E-1	8.750000E+1	1.254000E+4	0.000000E+0	0.000000E+0	1.662190E-10
3.312000E+0	0.000000E+0	5.499400E+0	0.000000E+0	0.000000E+0	-4.800000E-1	1.165000E+2	1.252500E+4	0.000000E+0	0.000000E+0	-6.281475E-10
4.938000E+0	0.000000E+0	5.499400E+0	0.000000E+0	0.000000E+0	-4.700000E-1	1.740000E+2	1.250500E+4	0.000000E+0	0.000000E+0	1.500176E-10
6.546000E+0	0.000000E+0	5.499400E+0	0.000000E+0	0.000000E+0	-4.600000E-1	2.615000E+2	1.243000E+4	0.000000E+0	0.000000E+0	-6.854809E-10
8.152000E+0	0.000000E+0	5.499400E+0	0.000000E+0	0.000000E+0	-4.500000E-1	3.725000E+2	1.231000E+4	0.000000E+0	0.000000E+0	1.300515E-10
9.759000E+0	0.000000E+0	5.499400E+0	0.000000E+0	0.000000E+0	-4.400000E-1	5.055000E+2	1.215000E+4	0.000000E+0	0.000000E+0	-5.788534E-10
1.137100E+1	0.000000E+0	5.499400E+0	0.000000E+0	0.000000E+0	-4.300000E-1	6.510000E+2	1.193500E+4	0.000000E+0	0.000000E+0	-2.591236E-11
1.298100E+1	0.000000E+0	5.499400E+0	0.000000E+0	0.000000E+0	-4.200000E-1	7.805000E+2	1.169000E+4	0.000000E+0	0.000000E+0	-4.194199E-10
1.458800E+1	0.000000E+0	5.499400E+0	0.000000E+0	0.000000E+0	-4.100000E-1	8.805000E+2	1.143000E+4	0.000000E+0	0.000000E+0	-3.256151E-10
1.619400E+1	0.000000E+0	5.499400E+0	0.000000E+0	0.000000E+0	-4.000000E-1	9.530000E+2	1.116500E+4	0.000000E+0	0.000000E+0	3.893513E-11
1.780500E+1	0.000000E+0	5.499400E+0	0.000000E+0	0.000000E+0	-3.900000E-1	1.005000E+3	1.091000E+4	0.000000E+0	0.000000E+0	-5.799959E-10
