




Time (Second)	Temperature (K)	Field 1 	Field 2 	Field 3 	Gate Voltage (Volt)	SR510 No. 1 (Ohm}	SR510 No. 2 (Ohm}	Empty	Empty	Leakage Current
1.255000E+0	4.084000E+0	5.000000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.485000E+2	1.075000E+3	0.000000E+0	0.000000E+0	-2.527304E-10
3.270000E+0	4.085000E+0	4.987000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.485000E+2	1.065000E+3	0.000000E+0	0.000000E+0	-2.180435E-10
5.300000E+0	4.085000E+0	4.914000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.480000E+2	1.055000E+3	0.000000E+0	0.000000E+0	-2.243887E-10
7.306000E+0	4.086000E+0	4.845000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.475000E+2	1.040000E+3	0.000000E+0	0.000000E+0	-2.279843E-10
9.312000E+0	4.087000E+0	4.785000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.475000E+2	1.025000E+3	0.000000E+0	0.000000E+0	-2.319182E-10
1.131700E+1	4.088000E+0	4.716000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.465000E+2	1.010000E+3	0.000000E+0	0.000000E+0	-2.279842E-10
1.332600E+1	4.089000E+0	4.645000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.460000E+2	1.000000E+3	0.000000E+0	0.000000E+0	-2.382211E-10
1.533400E+1	4.090000E+0	4.586000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.455000E+2	9.800000E+2	0.000000E+0	0.000000E+0	-2.527303E-10
1.734000E+1	4.091000E+0	4.515000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.450000E+2	9.650000E+2	0.000000E+0	0.000000E+0	-2.539571E-10
1.934800E+1	4.092000E+0	4.457000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.440000E+2	9.550000E+2	0.000000E+0	0.000000E+0	-2.685510E-10
2.135400E+1	4.093000E+0	4.385000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.440000E+2	9.400000E+2	0.000000E+0	0.000000E+0	-2.778572E-10
2.335800E+1	4.094000E+0	4.316000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.440000E+2	9.250000E+2	0.000000E+0	0.000000E+0	-2.652938E-10
2.533700E+1	4.095000E+0	4.255000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.435000E+2	9.100000E+2	0.000000E+0	0.000000E+0	-2.027305E-10
2.734300E+1	4.097000E+0	4.187000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.430000E+2	8.900000E+2	0.000000E+0	0.000000E+0	-2.003617E-10
2.935100E+1	4.098000E+0	4.118000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.430000E+2	8.800000E+2	0.000000E+0	0.000000E+0	-2.105139E-10
3.133000E+1	4.100000E+0	4.055000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.430000E+2	8.650000E+2	0.000000E+0	0.000000E+0	-2.929587E-10
3.333900E+1	4.102000E+0	3.983000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.425000E+2	8.550000E+2	0.000000E+0	0.000000E+0	-2.734156E-10
3.534600E+1	4.104000E+0	3.915000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.425000E+2	8.400000E+2	0.000000E+0	0.000000E+0	-2.692701E-10
3.732800E+1	4.106000E+0	3.854000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.415000E+2	8.250000E+2	0.000000E+0	0.000000E+0	-3.187201E-10
3.933700E+1	4.108000E+0	3.785000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.415000E+2	8.100000E+2	0.000000E+0	0.000000E+0	-3.234155E-10
4.134200E+1	4.111000E+0	3.724000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.415000E+2	7.900000E+2	0.000000E+0	0.000000E+0	-3.213850E-10
4.332100E+1	4.113000E+0	3.656000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.410000E+2	7.850000E+2	0.000000E+0	0.000000E+0	-2.461737E-10
4.530100E+1	4.115000E+0	3.585000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.410000E+2	7.650000E+2	0.000000E+0	0.000000E+0	-2.126290E-10
4.730600E+1	4.118000E+0	3.526000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.405000E+2	7.550000E+2	0.000000E+0	0.000000E+0	-2.134326E-10
4.928600E+1	4.121000E+0	3.455000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.405000E+2	7.400000E+2	0.000000E+0	0.000000E+0	-3.092446E-10
5.126200E+1	4.124000E+0	3.386000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.400000E+2	7.300000E+2	0.000000E+0	0.000000E+0	-2.713852E-10
5.327100E+1	4.127000E+0	3.325000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.400000E+2	7.100000E+2	0.000000E+0	0.000000E+0	-2.873749E-10
5.525100E+1	4.131000E+0	3.257000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.400000E+2	7.000000E+2	0.000000E+0	0.000000E+0	-2.123328E-10
5.723200E+1	4.134000E+0	3.188000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.390000E+2	6.850000E+2	0.000000E+0	0.000000E+0	-2.663090E-10
5.924000E+1	4.138000E+0	3.125000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.390000E+2	6.650000E+2	0.000000E+0	0.000000E+0	-2.517151E-10
6.122000E+1	4.142000E+0	3.064000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.390000E+2	6.550000E+2	0.000000E+0	0.000000E+0	-3.158436E-10
6.320000E+1	4.147000E+0	2.995000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.390000E+2	6.400000E+2	0.000000E+0	0.000000E+0	-2.408015E-10
6.520900E+1	4.151000E+0	2.933000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.385000E+2	6.250000E+2	0.000000E+0	0.000000E+0	-2.507000E-10
6.719000E+1	4.156000E+0	2.865000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.385000E+2	6.100000E+2	0.000000E+0	0.000000E+0	-2.067915E-10
6.916900E+1	4.160000E+0	2.804000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.380000E+2	6.000000E+2	0.000000E+0	0.000000E+0	-2.985002E-10
7.114900E+1	4.166000E+0	2.735000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.380000E+2	5.850000E+2	0.000000E+0	0.000000E+0	-2.980771E-10
7.315600E+1	4.172000E+0	2.664000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.375000E+2	5.650000E+2	0.000000E+0	0.000000E+0	-3.064105E-10
7.513200E+1	4.178000E+0	2.606000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.375000E+2	5.550000E+2	0.000000E+0	0.000000E+0	-2.055646E-10
7.710600E+1	4.183000E+0	2.534000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.375000E+2	5.400000E+2	0.000000E+0	0.000000E+0	-2.899553E-10
7.911500E+1	4.190000E+0	2.466000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.375000E+2	5.300000E+2	0.000000E+0	0.000000E+0	-2.790416E-10
8.112100E+1	4.195000E+0	2.403000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.365000E+2	5.100000E+2	0.000000E+0	0.000000E+0	-2.722735E-10
8.310100E+1	4.204000E+0	2.334000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.365000E+2	5.000000E+2	0.000000E+0	0.000000E+0	-3.127556E-10
8.508500E+1	4.211000E+0	2.262000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.360000E+2	4.850000E+2	0.000000E+0	0.000000E+0	-2.295494E-10
8.707200E+1	4.219000E+0	2.204000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.365000E+2	4.750000E+2	0.000000E+0	0.000000E+0	-2.059031E-10
8.908100E+1	4.227000E+0	2.133000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.365000E+2	4.550000E+2	0.000000E+0	0.000000E+0	-2.048033E-10
9.105900E+1	4.236000E+0	2.075000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.365000E+2	4.400000E+2	0.000000E+0	0.000000E+0	-2.841601E-10
9.303700E+1	4.245000E+0	2.003000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.365000E+2	4.250000E+2	0.000000E+0	0.000000E+0	-3.084409E-10
9.501300E+1	4.254000E+0	1.934000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.365000E+2	4.100000E+2	0.000000E+0	0.000000E+0	-2.675781E-10
9.702000E+1	4.263000E+0	1.874000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.365000E+2	4.000000E+2	0.000000E+0	0.000000E+0	-2.129251E-10
9.899700E+1	4.274000E+0	1.805000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.360000E+2	3.850000E+2	0.000000E+0	0.000000E+0	-2.693548E-10
1.009740E+2	4.283000E+0	1.744000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.360000E+2	3.750000E+2	0.000000E+0	0.000000E+0	-3.083140E-10
1.029540E+2	4.293000E+0	1.681000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.360000E+2	3.550000E+2	0.000000E+0	0.000000E+0	-2.112330E-10
1.049300E+2	4.304000E+0	1.612000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.360000E+2	3.400000E+2	0.000000E+0	0.000000E+0	-2.555645E-10
1.069090E+2	4.315000E+0	1.541000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.360000E+2	3.300000E+2	0.000000E+0	0.000000E+0	-3.178740E-10
1.088870E+2	4.327000E+0	1.483000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.360000E+2	3.150000E+2	0.000000E+0	0.000000E+0	-2.267152E-10
1.108950E+2	4.338000E+0	1.411000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.360000E+2	3.000000E+2	0.000000E+0	0.000000E+0	-2.405477E-10
1.128800E+2	4.348000E+0	1.342000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.360000E+2	2.850000E+2	0.000000E+0	0.000000E+0	-2.057762E-10
1.148580E+2	4.359000E+0	1.281000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.360000E+2	2.750000E+2	0.000000E+0	0.000000E+0	-2.988385E-10
1.168390E+2	4.371000E+0	1.213000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.360000E+2	2.550000E+2	0.000000E+0	0.000000E+0	-2.968927E-10
1.188150E+2	4.382000E+0	1.144000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.360000E+2	2.400000E+2	0.000000E+0	0.000000E+0	-2.066222E-10
1.208000E+2	4.392000E+0	1.083000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.365000E+2	2.300000E+2	0.000000E+0	0.000000E+0	-2.518843E-10
1.227840E+2	4.402000E+0	1.014000E-1	0.000000E+0	0.000000E+0	-5.000000E-1	2.365000E+2	2.150000E+2	0.000000E+0	0.000000E+0	-3.149553E-10
1.247630E+2	4.412000E+0	9.530000E-2	0.000000E+0	0.000000E+0	-5.000000E-1	2.365000E+2	2.000000E+2	0.000000E+0	0.000000E+0	-2.575527E-10
1.267700E+2	4.422000E+0	8.840000E-2	0.000000E+0	0.000000E+0	-5.000000E-1	2.365000E+2	1.850000E+2	0.000000E+0	0.000000E+0	-2.628404E-10
1.287750E+2	4.431000E+0	8.140000E-2	0.000000E+0	0.000000E+0	-5.000000E-1	2.375000E+2	1.750000E+2	0.000000E+0	0.000000E+0	-2.578488E-10
1.307580E+2	4.440000E+0	7.560000E-2	0.000000E+0	0.000000E+0	-5.000000E-1	2.375000E+2	1.600000E+2	0.000000E+0	0.000000E+0	-2.047187E-10
1.327330E+2	4.448000E+0	6.820000E-2	0.000000E+0	0.000000E+0	-5.000000E-1	2.375000E+2	1.500000E+2	0.000000E+0	0.000000E+0	-3.003614E-10
1.347100E+2	4.456000E+0	6.210000E-2	0.000000E+0	0.000000E+0	-5.000000E-1	2.380000E+2	1.300000E+2	0.000000E+0	0.000000E+0	-2.838217E-10
1.367000E+2	4.462000E+0	5.640000E-2	0.000000E+0	0.000000E+0	-5.000000E-1	2.385000E+2	1.150000E+2	0.000000E+0	0.000000E+0	-2.230773E-10
1.386790E+2	4.468000E+0	4.920000E-2	0.000000E+0	0.000000E+0	-5.000000E-1	2.385000E+2	1.050000E+2	0.000000E+0	0.000000E+0	-2.334411E-10
1.406880E+2	4.474000E+0	4.220000E-2	0.000000E+0	0.000000E+0	-5.000000E-1	2.390000E+2	8.500000E+1	0.000000E+0	0.000000E+0	-2.172821E-10
1.426860E+2	4.478000E+0	3.610000E-2	0.000000E+0	0.000000E+0	-5.000000E-1	2.400000E+2	7.500000E+1	0.000000E+0	0.000000E+0	-2.474427E-10
1.446650E+2	4.482000E+0	2.930000E-2	0.000000E+0	0.000000E+0	-5.000000E-1	2.400000E+2	6.000000E+1	0.000000E+0	0.000000E+0	-3.170280E-10
1.466440E+2	4.484000E+0	2.220000E-2	0.000000E+0	0.000000E+0	-5.000000E-1	2.400000E+2	4.000000E+1	0.000000E+0	0.000000E+0	-2.383480E-10
1.486380E+2	4.486000E+0	1.640000E-2	0.000000E+0	0.000000E+0	-5.000000E-1	2.405000E+2	3.000000E+1	0.000000E+0	0.000000E+0	-2.071720E-10
1.506160E+2	4.487000E+0	9.200000E-3	0.000000E+0	0.000000E+0	-5.000000E-1	2.405000E+2	1.500000E+1	0.000000E+0	0.000000E+0	-2.667320E-10
1.525960E+2	4.488000E+0	3.400000E-3	0.000000E+0	0.000000E+0	-5.000000E-1	2.410000E+2	5.000000E+0	0.000000E+0	0.000000E+0	-3.206659E-10
1.545780E+2	4.488000E+0	1.000000E-4	0.000000E+0	0.000000E+0	-5.000000E-1	2.410000E+2	0.000000E+0	0.000000E+0	0.000000E+0	-2.342871E-10
