




Time (Second)	Temperature (K)	Field 1 	Field 2 	Field 3 	Gate Voltage (Volt)	SR510 No. 1 (Ohm}	SR510 No. 2 (Ohm}	Empty	Empty	Leakage Current
1.255000E+0	3.436000E+0	5.500100E+0	0.000000E+0	0.000000E+0	-5.000000E-1	3.870000E+2	1.241000E+4	0.000000E+0	0.000000E+0	-4.551740E-10
3.260000E+0	3.438000E+0	5.498600E+0	0.000000E+0	0.000000E+0	-5.000000E-1	3.910000E+2	1.240000E+4	0.000000E+0	0.000000E+0	-4.398145E-10
5.296000E+0	3.439000E+0	5.491500E+0	0.000000E+0	0.000000E+0	-5.000000E-1	4.020000E+2	1.241500E+4	0.000000E+0	0.000000E+0	-4.829310E-10
7.325000E+0	3.441000E+0	5.484300E+0	0.000000E+0	0.000000E+0	-5.000000E-1	4.130000E+2	1.237500E+4	0.000000E+0	0.000000E+0	1.139774E-10
9.355000E+0	3.442000E+0	5.478400E+0	0.000000E+0	0.000000E+0	-5.000000E-1	4.255000E+2	1.240000E+4	0.000000E+0	0.000000E+0	-1.559035E-10
1.138600E+1	3.443000E+0	5.470200E+0	0.000000E+0	0.000000E+0	-5.000000E-1	4.375000E+2	1.238000E+4	0.000000E+0	0.000000E+0	-6.578509E-10
1.341800E+1	3.445000E+0	5.464400E+0	0.000000E+0	0.000000E+0	-5.000000E-1	4.510000E+2	1.237500E+4	0.000000E+0	0.000000E+0	-1.091186E-10
1.544800E+1	3.446000E+0	5.457200E+0	0.000000E+0	0.000000E+0	-5.000000E-1	4.635000E+2	1.236500E+4	0.000000E+0	0.000000E+0	9.011925E-11
1.747900E+1	3.447000E+0	5.450300E+0	0.000000E+0	0.000000E+0	-5.000000E-1	4.770000E+2	1.235000E+4	0.000000E+0	0.000000E+0	-5.617167E-10
1.951300E+1	3.449000E+0	5.444600E+0	0.000000E+0	0.000000E+0	-5.000000E-1	4.895000E+2	1.236500E+4	0.000000E+0	0.000000E+0	-4.106189E-10
2.154500E+1	3.450000E+0	5.437500E+0	0.000000E+0	0.000000E+0	-5.000000E-1	5.030000E+2	1.233000E+4	0.000000E+0	0.000000E+0	1.415150E-10
