




Time (Second)	Temperature (K)	Field 1 	Field 2 	Field 3 	Gate Voltage (Volt)	SR510 No. 1 (Ohm}	SR510 No. 2 (Ohm}	Empty	Empty	Leakage Current
1.250000E+0	1.864000E+0	0.000000E+0	0.000000E+0	0.000000E+0	5.000000E-1	4.100000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-1.311569E-10
3.259000E+0	1.862000E+0	1.400000E-3	0.000000E+0	0.000000E+0	5.000000E-1	4.100000E+1	5.000000E+0	0.000000E+0	0.000000E+0	-1.379674E-10
5.242000E+0	1.860000E+0	8.800000E-3	0.000000E+0	0.000000E+0	5.000000E-1	4.100000E+1	1.500000E+1	0.000000E+0	0.000000E+0	-1.276036E-10
7.269000E+0	1.856000E+0	1.570000E-2	0.000000E+0	0.000000E+0	5.000000E-1	4.000000E+1	2.500000E+1	0.000000E+0	0.000000E+0	-1.319606E-10
9.275000E+0	1.851000E+0	2.170000E-2	0.000000E+0	0.000000E+0	5.000000E-1	3.900000E+1	2.500000E+1	0.000000E+0	0.000000E+0	-1.419859E-10
1.128600E+1	1.844000E+0	2.860000E-2	0.000000E+0	0.000000E+0	5.000000E-1	3.850000E+1	3.500000E+1	0.000000E+0	0.000000E+0	-1.580605E-10
1.329400E+1	1.836000E+0	3.570000E-2	0.000000E+0	0.000000E+0	5.000000E-1	3.850000E+1	3.500000E+1	0.000000E+0	0.000000E+0	-1.664784E-10
1.529900E+1	1.826000E+0	4.160000E-2	0.000000E+0	0.000000E+0	5.000000E-1	3.750000E+1	5.000000E+1	0.000000E+0	0.000000E+0	-1.644478E-10
1.730600E+1	1.818000E+0	4.870000E-2	0.000000E+0	0.000000E+0	5.000000E-1	3.750000E+1	5.500000E+1	0.000000E+0	0.000000E+0	-1.721043E-10
1.933600E+1	1.802000E+0	5.560000E-2	0.000000E+0	0.000000E+0	5.000000E-1	3.650000E+1	5.500000E+1	0.000000E+0	0.000000E+0	-2.013344E-10
2.134100E+1	1.789000E+0	6.160000E-2	0.000000E+0	0.000000E+0	5.000000E-1	3.600000E+1	6.500000E+1	0.000000E+0	0.000000E+0	-1.993039E-10
2.335100E+1	1.774000E+0	6.850000E-2	0.000000E+0	0.000000E+0	5.000000E-1	3.600000E+1	7.500000E+1	0.000000E+0	0.000000E+0	-1.941855E-10
2.536200E+1	1.758000E+0	7.460000E-2	0.000000E+0	0.000000E+0	5.000000E-1	3.600000E+1	7.500000E+1	0.000000E+0	0.000000E+0	-1.805646E-10
2.737900E+1	1.741000E+0	8.140000E-2	0.000000E+0	0.000000E+0	5.000000E-1	3.600000E+1	8.000000E+1	0.000000E+0	0.000000E+0	-1.453278E-10
2.938700E+1	1.721000E+0	8.830000E-2	0.000000E+0	0.000000E+0	5.000000E-1	3.550000E+1	8.500000E+1	0.000000E+0	0.000000E+0	-1.376712E-10
3.138800E+1	1.699000E+0	9.440000E-2	0.000000E+0	0.000000E+0	5.000000E-1	3.550000E+1	9.000000E+1	0.000000E+0	0.000000E+0	-1.547609E-10
3.339600E+1	1.676000E+0	1.012000E-1	0.000000E+0	0.000000E+0	5.000000E-1	3.550000E+1	1.000000E+2	0.000000E+0	0.000000E+0	-1.415207E-10
3.540700E+1	1.651000E+0	1.086000E-1	0.000000E+0	0.000000E+0	5.000000E-1	3.550000E+1	1.050000E+2	0.000000E+0	0.000000E+0	-1.302686E-10
3.740200E+1	1.628000E+0	1.147000E-1	0.000000E+0	0.000000E+0	5.000000E-1	3.550000E+1	1.100000E+2	0.000000E+0	0.000000E+0	-1.561146E-10
3.940900E+1	1.602000E+0	1.216000E-1	0.000000E+0	0.000000E+0	5.000000E-1	3.550000E+1	1.150000E+2	0.000000E+0	0.000000E+0	-1.476544E-10
4.141500E+1	1.578000E+0	1.287000E-1	0.000000E+0	0.000000E+0	5.000000E-1	3.550000E+1	1.250000E+2	0.000000E+0	0.000000E+0	-1.465121E-10
4.342000E+1	1.553000E+0	1.345000E-1	0.000000E+0	0.000000E+0	5.000000E-1	3.500000E+1	1.300000E+2	0.000000E+0	0.000000E+0	-1.399555E-10
4.541900E+1	1.527000E+0	1.416000E-1	0.000000E+0	0.000000E+0	5.000000E-1	3.500000E+1	1.350000E+2	0.000000E+0	0.000000E+0	-1.661399E-10
4.743500E+1	1.498000E+0	1.475000E-1	0.000000E+0	0.000000E+0	5.000000E-1	3.500000E+1	1.400000E+2	0.000000E+0	0.000000E+0	-1.359792E-10
4.942800E+1	1.470000E+0	1.547000E-1	0.000000E+0	0.000000E+0	5.000000E-1	3.500000E+1	1.500000E+2	0.000000E+0	0.000000E+0	-1.706238E-10
5.142100E+1	1.441000E+0	1.615000E-1	0.000000E+0	0.000000E+0	5.000000E-1	3.500000E+1	1.550000E+2	0.000000E+0	0.000000E+0	-1.997270E-10
5.343400E+1	1.413000E+0	1.676000E-1	0.000000E+0	0.000000E+0	5.000000E-1	3.500000E+1	1.600000E+2	0.000000E+0	0.000000E+0	-1.837371E-10
5.542700E+1	1.386000E+0	1.745000E-1	0.000000E+0	0.000000E+0	5.000000E-1	3.500000E+1	1.650000E+2	0.000000E+0	0.000000E+0	-2.050991E-10
5.741800E+1	1.360000E+0	1.819000E-1	0.000000E+0	0.000000E+0	5.000000E-1	3.500000E+1	1.750000E+2	0.000000E+0	0.000000E+0	-1.945662E-10
5.942500E+1	1.334000E+0	1.877000E-1	0.000000E+0	0.000000E+0	5.000000E-1	3.500000E+1	1.800000E+2	0.000000E+0	0.000000E+0	-1.996001E-10
6.142500E+1	1.309000E+0	1.948000E-1	0.000000E+0	0.000000E+0	5.000000E-1	3.400000E+1	1.850000E+2	0.000000E+0	0.000000E+0	-1.914359E-10
6.342500E+1	1.286000E+0	2.017000E-1	0.000000E+0	0.000000E+0	5.000000E-1	3.500000E+1	1.900000E+2	0.000000E+0	0.000000E+0	-1.755729E-10
6.544000E+1	1.262000E+0	2.077000E-1	0.000000E+0	0.000000E+0	5.000000E-1	3.500000E+1	1.900000E+2	0.000000E+0	0.000000E+0	-1.963006E-10
6.741800E+1	1.241000E+0	2.146000E-1	0.000000E+0	0.000000E+0	5.000000E-1	3.500000E+1	2.050000E+2	0.000000E+0	0.000000E+0	-1.281113E-10
6.941300E+1	1.221000E+0	2.207000E-1	0.000000E+0	0.000000E+0	5.000000E-1	3.500000E+1	2.100000E+2	0.000000E+0	0.000000E+0	-1.253617E-10
