




Time (Second)	Temperature (K)	Field 1 	Field 2 	Field 3 	Gate Voltage (Volt)	SR510 No. 1 (Ohm}	SR510 No. 2 (Ohm}	Empty	Empty	Leakage Current
1.000000E-1	3.442000E+0	5.499900E+0	0.000000E+0	0.000000E+0	0.000000E+0	6.320000E+2	7.125000E+3	0.000000E+0	0.000000E+0	9.697235E-11
1.678000E+0	3.442000E+0	5.499900E+0	0.000000E+0	0.000000E+0	5.000000E-2	6.200000E+2	6.895000E+3	0.000000E+0	0.000000E+0	5.323336E-11
3.256000E+0	3.442000E+0	5.499900E+0	0.000000E+0	0.000000E+0	1.000000E-1	5.200000E+2	6.615000E+3	0.000000E+0	0.000000E+0	-1.126716E-10
4.835000E+0	3.442000E+0	5.499900E+0	0.000000E+0	0.000000E+0	1.500000E-1	3.545000E+2	6.425000E+3	0.000000E+0	0.000000E+0	-3.486735E-10
6.428000E+0	3.442000E+0	5.499900E+0	0.000000E+0	0.000000E+0	2.000000E-1	2.030000E+2	6.365000E+3	0.000000E+0	0.000000E+0	-5.490656E-10
8.015000E+0	3.442000E+0	5.499900E+0	0.000000E+0	0.000000E+0	2.500000E-1	8.100000E+1	6.340000E+3	0.000000E+0	0.000000E+0	-2.171552E-10
9.595000E+0	3.442000E+0	5.499900E+0	0.000000E+0	0.000000E+0	3.000000E-1	3.900000E+1	6.290000E+3	0.000000E+0	0.000000E+0	6.490419E-12
1.119800E+1	3.442000E+0	5.499900E+0	0.000000E+0	0.000000E+0	3.500000E-1	6.300000E+1	6.155000E+3	0.000000E+0	0.000000E+0	-2.809875E-10
1.278200E+1	3.442000E+0	5.499900E+0	0.000000E+0	0.000000E+0	4.000000E-1	1.475000E+2	5.840000E+3	0.000000E+0	0.000000E+0	-5.342987E-10
1.436400E+1	3.442000E+0	5.499900E+0	0.000000E+0	0.000000E+0	4.500000E-1	2.625000E+2	5.470000E+3	0.000000E+0	0.000000E+0	-5.214779E-10
1.594600E+1	3.442000E+0	5.499900E+0	0.000000E+0	0.000000E+0	5.000000E-1	3.325000E+2	5.130000E+3	0.000000E+0	0.000000E+0	-2.380096E-10
1.754000E+1	3.442000E+0	5.499900E+0	0.000000E+0	0.000000E+0	5.000000E-1	3.495000E+2	5.020000E+3	0.000000E+0	0.000000E+0	2.111437E-10
