




Time (Second)	Temperature (K)	Field 1 	Field 2 	Field 3 	Gate Voltage (Volt)	SR510 No. 1 (Ohm}	SR510 No. 2 (Ohm}	Empty	Empty	Leakage Current
1.255000E+0	2.103000E+0	0.000000E+0	0.000000E+0	0.000000E+0	-5.000000E-1	2.540000E+2	0.000000E+0	0.000000E+0	0.000000E+0	-3.210466E-10
3.274000E+0	2.102000E+0	1.100000E-3	0.000000E+0	0.000000E+0	-5.000000E-1	2.550000E+2	1.000000E+1	0.000000E+0	0.000000E+0	-2.956237E-10
5.283000E+0	2.100000E+0	9.300000E-3	0.000000E+0	0.000000E+0	-5.000000E-1	2.540000E+2	3.000000E+1	0.000000E+0	0.000000E+0	-2.726966E-10
7.288000E+0	2.095000E+0	1.640000E-2	0.000000E+0	0.000000E+0	-5.000000E-1	2.535000E+2	4.000000E+1	0.000000E+0	0.000000E+0	-2.777727E-10
9.294000E+0	2.091000E+0	2.230000E-2	0.000000E+0	0.000000E+0	-5.000000E-1	2.530000E+2	6.000000E+1	0.000000E+0	0.000000E+0	-2.751923E-10
1.130100E+1	2.084000E+0	2.940000E-2	0.000000E+0	0.000000E+0	-5.000000E-1	2.530000E+2	7.500000E+1	0.000000E+0	0.000000E+0	-2.625444E-10
1.331200E+1	2.077000E+0	3.620000E-2	0.000000E+0	0.000000E+0	-5.000000E-1	2.525000E+2	8.500000E+1	0.000000E+0	0.000000E+0	-2.391096E-10
1.532000E+1	2.069000E+0	4.230000E-2	0.000000E+0	0.000000E+0	-5.000000E-1	2.525000E+2	1.050000E+2	0.000000E+0	0.000000E+0	-2.297188E-10
1.732800E+1	2.058000E+0	4.920000E-2	0.000000E+0	0.000000E+0	-5.000000E-1	2.510000E+2	1.150000E+2	0.000000E+0	0.000000E+0	-2.177899E-10
1.933500E+1	2.047000E+0	5.630000E-2	0.000000E+0	0.000000E+0	-5.000000E-1	2.510000E+2	1.350000E+2	0.000000E+0	0.000000E+0	-2.180014E-10
2.134500E+1	2.034000E+0	6.210000E-2	0.000000E+0	0.000000E+0	-5.000000E-1	2.505000E+2	1.500000E+2	0.000000E+0	0.000000E+0	-2.034922E-10
2.335000E+1	2.020000E+0	6.920000E-2	0.000000E+0	0.000000E+0	-5.000000E-1	2.505000E+2	1.600000E+2	0.000000E+0	0.000000E+0	-2.080184E-10
2.532700E+1	2.008000E+0	7.500000E-2	0.000000E+0	0.000000E+0	-5.000000E-1	2.500000E+2	1.750000E+2	0.000000E+0	0.000000E+0	-3.050992E-10
2.733600E+1	1.993000E+0	8.220000E-2	0.000000E+0	0.000000E+0	-5.000000E-1	2.500000E+2	1.900000E+2	0.000000E+0	0.000000E+0	-2.970197E-10
