




Time (Second)	Temperature (K)	Field 1 	Field 2 	Field 3 	Gate Voltage (Volt)	SR510 No. 1 (Ohm}	SR510 No. 2 (Ohm}	Empty	Empty	Leakage Current
1.251000E+0	4.488000E+0	-0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	8.245000E+1	1.180000E+0	0.000000E+0	0.000000E+0	-2.479925E-10
3.217000E+0	4.487000E+0	1.300000E-3	0.000000E+0	0.000000E+0	0.000000E+0	8.230000E+1	7.550000E+0	0.000000E+0	0.000000E+0	-2.931279E-10
5.147000E+0	4.486000E+0	8.100000E-3	0.000000E+0	0.000000E+0	0.000000E+0	8.195000E+1	1.585000E+1	0.000000E+0	0.000000E+0	-3.113174E-10
7.102000E+0	4.484000E+0	1.390000E-2	0.000000E+0	0.000000E+0	0.000000E+0	8.145000E+1	2.435000E+1	0.000000E+0	0.000000E+0	-2.208352E-10
9.058000E+0	4.481000E+0	2.050000E-2	0.000000E+0	0.000000E+0	0.000000E+0	8.085000E+1	3.273000E+1	0.000000E+0	0.000000E+0	-2.881363E-10
1.106100E+1	4.478000E+0	2.630000E-2	0.000000E+0	0.000000E+0	0.000000E+0	8.030000E+1	4.123000E+1	0.000000E+0	0.000000E+0	-2.798876E-10
1.304400E+1	4.473000E+0	3.280000E-2	0.000000E+0	0.000000E+0	0.000000E+0	7.980000E+1	4.965000E+1	0.000000E+0	0.000000E+0	-2.178318E-10
1.502600E+1	4.468000E+0	3.860000E-2	0.000000E+0	0.000000E+0	0.000000E+0	7.930000E+1	5.783000E+1	0.000000E+0	0.000000E+0	-2.451583E-10
1.700800E+1	4.463000E+0	4.510000E-2	0.000000E+0	0.000000E+0	0.000000E+0	7.880000E+1	6.200000E+2	0.000000E+0	0.000000E+0	-3.068757E-10
1.902200E+1	4.456000E+0	5.160000E-2	0.000000E+0	0.000000E+0	0.000000E+0	7.835000E+1	-6.000000E+1	0.000000E+0	0.000000E+0	-3.015035E-10
2.103100E+1	4.447000E+0	5.740000E-2	0.000000E+0	0.000000E+0	0.000000E+0	7.805000E+1	-1.050000E+2	0.000000E+0	0.000000E+0	-2.887285E-10
2.304000E+1	4.440000E+0	6.440000E-2	0.000000E+0	0.000000E+0	0.000000E+0	7.775000E+1	1.100000E+2	0.000000E+0	0.000000E+0	-2.758267E-10
2.502400E+1	4.431000E+0	7.090000E-2	0.000000E+0	0.000000E+0	0.000000E+0	7.750000E+1	2.250000E+2	0.000000E+0	0.000000E+0	-3.078064E-10
2.700500E+1	4.425000E+0	7.670000E-2	0.000000E+0	0.000000E+0	0.000000E+0	7.730000E+1	1.100000E+2	0.000000E+0	0.000000E+0	-2.394477E-10
2.896000E+1	4.416000E+0	8.310000E-2	0.000000E+0	0.000000E+0	0.000000E+0	7.705000E+1	4.400000E+2	0.000000E+0	0.000000E+0	-2.974426E-10
3.094400E+1	4.407000E+0	8.960000E-2	0.000000E+0	0.000000E+0	0.000000E+0	7.695000E+1	2.600000E+2	0.000000E+0	0.000000E+0	-2.884324E-10
