




Time (Second)	Temperature (K)	Field 1 	Field 2 	Field 3 	Gate Voltage (Volt)	SR510 No. 1 (Ohm}	SR510 No. 2 (Ohm}	Empty	Empty	Leakage Current
1.000000E-1	4.488000E+0	1.000000E-4	0.000000E+0	0.000000E+0	0.000000E+0	8.235000E+1	8.800000E-1	0.000000E+0	0.000000E+0	-3.059027E-10
1.655000E+0	4.488000E+0	1.000000E-4	0.000000E+0	0.000000E+0	5.000000E-2	8.135000E+1	9.000000E-1	0.000000E+0	0.000000E+0	-2.896169E-10
3.187000E+0	4.488000E+0	1.000000E-4	0.000000E+0	0.000000E+0	1.000000E-1	7.680000E+1	9.000000E-1	0.000000E+0	0.000000E+0	-2.011227E-10
4.724000E+0	4.488000E+0	1.000000E-4	0.000000E+0	0.000000E+0	1.500000E-1	7.280000E+1	8.000000E-1	0.000000E+0	0.000000E+0	-2.847944E-10
6.278000E+0	4.487000E+0	1.000000E-4	0.000000E+0	0.000000E+0	2.000000E-1	6.910000E+1	8.300000E-1	0.000000E+0	0.000000E+0	-2.859789E-10
7.829000E+0	4.488000E+0	1.000000E-4	0.000000E+0	0.000000E+0	2.500000E-1	6.600000E+1	8.300000E-1	0.000000E+0	0.000000E+0	-2.311142E-10
9.380000E+0	4.488000E+0	1.000000E-4	0.000000E+0	0.000000E+0	3.000000E-1	6.305000E+1	7.800000E-1	0.000000E+0	0.000000E+0	-1.993038E-10
1.092900E+1	4.487000E+0	1.000000E-4	0.000000E+0	0.000000E+0	3.500000E-1	6.025000E+1	7.800000E-1	0.000000E+0	0.000000E+0	-2.369518E-10
1.247700E+1	4.488000E+0	1.000000E-4	0.000000E+0	0.000000E+0	4.000000E-1	5.685000E+1	7.800000E-1	0.000000E+0	0.000000E+0	-2.735847E-10
1.402700E+1	4.487000E+0	1.000000E-4	0.000000E+0	0.000000E+0	4.500000E-1	5.195000E+1	7.500000E-1	0.000000E+0	0.000000E+0	-2.131363E-10
1.557400E+1	4.487000E+0	1.000000E-4	0.000000E+0	0.000000E+0	5.000000E-1	4.600000E+1	7.500000E-1	0.000000E+0	0.000000E+0	-9.008200E-11
1.711900E+1	4.487000E+0	1.000000E-4	0.000000E+0	0.000000E+0	5.000000E-1	4.155000E+1	6.500000E-1	0.000000E+0	0.000000E+0	-1.445659E-10
