




Time (Second)	Temperature (K)	Field 1 	Field 2 	Field 3 	Gate Voltage (Volt)	SR510 No. 1 (Ohm}	SR510 No. 2 (Ohm}	Empty	Empty	Leakage Current
1.000000E-1	2.923400E+2	1.000000E-4	0.000000E+0	0.000000E+0	0.000000E+0	1.435000E+2	-6.330000E+0	0.000000E+0	0.000000E+0	-1.535333E-10
1.700000E+0	2.923400E+2	1.000000E-4	0.000000E+0	0.000000E+0	0.000000E+0	1.435000E+2	-6.400000E+0	0.000000E+0	0.000000E+0	-4.486163E-10
3.285000E+0	2.923400E+2	1.000000E-4	0.000000E+0	0.000000E+0	0.000000E+0	1.435000E+2	-6.330000E+0	0.000000E+0	0.000000E+0	-3.680528E-10
4.865000E+0	2.923400E+2	1.000000E-4	0.000000E+0	0.000000E+0	0.000000E+0	1.435000E+2	-6.330000E+0	0.000000E+0	0.000000E+0	-2.523492E-10
6.447000E+0	2.923400E+2	1.000000E-4	0.000000E+0	0.000000E+0	0.000000E+0	1.435000E+2	-6.330000E+0	0.000000E+0	0.000000E+0	-1.314521E-10
8.028000E+0	2.923400E+2	1.000000E-4	0.000000E+0	0.000000E+0	0.000000E+0	1.435000E+2	-6.330000E+0	0.000000E+0	0.000000E+0	-1.092861E-10
9.607000E+0	2.923400E+2	1.000000E-4	0.000000E+0	0.000000E+0	0.000000E+0	1.435000E+2	-6.330000E+0	0.000000E+0	0.000000E+0	-1.960885E-10
1.119500E+1	2.923400E+2	1.000000E-4	0.000000E+0	0.000000E+0	0.000000E+0	1.435000E+2	-6.330000E+0	0.000000E+0	0.000000E+0	-4.046957E-10
1.291500E+1	2.923400E+2	1.000000E-4	0.000000E+0	0.000000E+0	0.000000E+0	1.435000E+2	-6.330000E+0	0.000000E+0	0.000000E+0	-1.449886E-10
1.449400E+1	2.923400E+2	1.000000E-4	0.000000E+0	0.000000E+0	0.000000E+0	1.435000E+2	-6.300000E+0	0.000000E+0	0.000000E+0	-2.406319E-10
1.607800E+1	2.923400E+2	1.000000E-4	0.000000E+0	0.000000E+0	0.000000E+0	1.435000E+2	-6.330000E+0	0.000000E+0	0.000000E+0	-4.115927E-10
1.766000E+1	2.923400E+2	1.000000E-4	0.000000E+0	0.000000E+0	0.000000E+0	1.435000E+2	-6.330000E+0	0.000000E+0	0.000000E+0	-4.522552E-10
1.923700E+1	2.923400E+2	1.000000E-4	0.000000E+0	0.000000E+0	0.000000E+0	1.440000E+2	-6.400000E+0	0.000000E+0	0.000000E+0	-4.144276E-10
2.081900E+1	2.923400E+2	1.000000E-4	0.000000E+0	0.000000E+0	0.000000E+0	1.435000E+2	-6.380000E+0	0.000000E+0	0.000000E+0	-2.743036E-10
2.240200E+1	2.923400E+2	1.000000E-4	0.000000E+0	0.000000E+0	0.000000E+0	1.435000E+2	-6.330000E+0	0.000000E+0	0.000000E+0	-1.251914E-10
