




Time (Second)	Temperature (K)	Field 1 	Field 2 	Field 3 	Gate Voltage (Volt)	SR510 No. 1 (Ohm}	SR510 No. 2 (Ohm}	Empty	Empty	Leakage Current
1.000000E-1	3.538000E+0	5.000100E+0	0.000000E+0	0.000000E+0	-5.000000E-1	1.266500E+3	1.120500E+4	0.000000E+0	0.000000E+0	-4.918589E-10
1.705000E+0	3.538000E+0	5.000100E+0	0.000000E+0	0.000000E+0	-4.900000E-1	1.267500E+3	1.108000E+4	0.000000E+0	0.000000E+0	-2.294650E-10
3.311000E+0	3.538000E+0	5.000100E+0	0.000000E+0	0.000000E+0	-4.800000E-1	1.273000E+3	1.088500E+4	0.000000E+0	0.000000E+0	-9.761278E-11
4.917000E+0	3.538000E+0	5.000100E+0	0.000000E+0	0.000000E+0	-4.700000E-1	1.270000E+3	1.068000E+4	0.000000E+0	0.000000E+0	-5.134383E-10
6.524000E+0	3.538000E+0	5.000100E+0	0.000000E+0	0.000000E+0	-4.600000E-1	1.262500E+3	1.046500E+4	0.000000E+0	0.000000E+0	3.999268E-11
8.130000E+0	3.538000E+0	5.000100E+0	0.000000E+0	0.000000E+0	-4.500000E-1	1.255000E+3	1.026500E+4	0.000000E+0	0.000000E+0	-5.491501E-10
9.738000E+0	3.538000E+0	5.000100E+0	0.000000E+0	0.000000E+0	-4.400000E-1	1.250000E+3	1.008000E+4	0.000000E+0	0.000000E+0	-2.595474E-11
1.134400E+1	3.538000E+0	5.000100E+0	0.000000E+0	0.000000E+0	-4.300000E-1	1.247500E+3	9.915000E+3	0.000000E+0	0.000000E+0	-3.585746E-10
1.292600E+1	3.538000E+0	5.000100E+0	0.000000E+0	0.000000E+0	-4.200000E-1	1.244500E+3	9.735000E+3	0.000000E+0	0.000000E+0	-5.384451E-10
1.450800E+1	3.538000E+0	5.000100E+0	0.000000E+0	0.000000E+0	-4.100000E-1	1.240000E+3	9.595000E+3	0.000000E+0	0.000000E+0	-5.043411E-10
1.609000E+1	3.538000E+0	5.000100E+0	0.000000E+0	0.000000E+0	-4.000000E-1	1.233000E+3	9.440000E+3	0.000000E+0	0.000000E+0	-2.842025E-10
1.768100E+1	3.538000E+0	5.000100E+0	0.000000E+0	0.000000E+0	-3.900000E-1	1.222500E+3	9.290000E+3	0.000000E+0	0.000000E+0	2.400255E-11
1.926300E+1	3.538000E+0	5.000100E+0	0.000000E+0	0.000000E+0	-3.800000E-1	1.210000E+3	9.180000E+3	0.000000E+0	0.000000E+0	-4.114090E-11
2.084400E+1	3.538000E+0	5.000100E+0	0.000000E+0	0.000000E+0	-3.700000E-1	1.195500E+3	9.040000E+3	0.000000E+0	0.000000E+0	-2.564953E-10
2.243100E+1	3.538000E+0	5.000100E+0	0.000000E+0	0.000000E+0	-3.600000E-1	1.177500E+3	8.910000E+3	0.000000E+0	0.000000E+0	-5.149191E-10
2.401200E+1	3.538000E+0	5.000100E+0	0.000000E+0	0.000000E+0	-3.500000E-1	1.158000E+3	8.815000E+3	0.000000E+0	0.000000E+0	-4.862313E-10
2.559400E+1	3.538000E+0	5.000100E+0	0.000000E+0	0.000000E+0	-3.400000E-1	1.140000E+3	8.705000E+3	0.000000E+0	0.000000E+0	-2.892363E-10
2.718100E+1	3.538000E+0	5.000100E+0	0.000000E+0	0.000000E+0	-3.300000E-1	1.124000E+3	8.585000E+3	0.000000E+0	0.000000E+0	-2.515130E-11
2.876300E+1	3.538000E+0	5.000100E+0	0.000000E+0	0.000000E+0	-3.200000E-1	1.112000E+3	8.505000E+3	0.000000E+0	0.000000E+0	-1.927122E-11
3.034200E+1	3.538000E+0	5.000100E+0	0.000000E+0	0.000000E+0	-3.100000E-1	1.102500E+3	8.415000E+3	0.000000E+0	0.000000E+0	-1.233741E-10
3.192400E+1	3.538000E+0	5.000100E+0	0.000000E+0	0.000000E+0	-3.000000E-1	1.093000E+3	8.310000E+3	0.000000E+0	0.000000E+0	-3.719876E-10
