




Time (Second)	Temperature (K)	Field 1 	Field 2 	Field 3 	Gate Voltage (Volt)	SR510 No. 1 (Ohm}	SR510 No. 2 (Ohm}	Empty	Empty	Leakage Current
1.000000E-1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	0.000000E+0	8.250000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.998961E-10
1.701000E+0	1.865000E+0	1.000000E-4	0.000000E+0	0.000000E+0	1.000000E-2	8.150000E+1	5.000000E+0	0.000000E+0	0.000000E+0	-2.115713E-10
3.282000E+0	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	2.000000E-2	8.050000E+1	5.000000E+0	0.000000E+0	0.000000E+0	-2.142786E-10
4.864000E+0	1.865000E+0	1.000000E-4	0.000000E+0	0.000000E+0	3.000000E-2	7.900000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.501923E-10
6.447000E+0	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	4.000000E-2	7.800000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.910974E-10
8.032000E+0	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	5.000000E-2	7.650000E+1	5.000000E+0	0.000000E+0	0.000000E+0	-2.995153E-10
9.615000E+0	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	6.000000E-2	7.500000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.647438E-10
1.119700E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	7.000000E-2	7.350000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.227388E-10
1.277900E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	8.000000E-2	7.250000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.082719E-10
1.436100E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	9.000000E-2	7.150000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.277303E-10
1.594300E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	1.000000E-1	7.100000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.663935E-10
1.752500E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	1.100000E-1	7.050000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-3.026033E-10
1.911000E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	1.200000E-1	7.000000E+1	5.000000E+0	0.000000E+0	0.000000E+0	-2.873749E-10
2.069300E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	1.300000E-1	7.000000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.441008E-10
2.227500E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	1.400000E-1	6.900000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.125865E-10
2.386600E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	1.500000E-1	6.850000E+1	5.000000E+0	0.000000E+0	0.000000E+0	-2.313682E-10
2.544900E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	1.600000E-1	6.850000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.827641E-10
2.703000E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	1.700000E-1	6.800000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-3.000653E-10
2.861200E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	1.800000E-1	6.750000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.909705E-10
3.019000E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	1.900000E-1	6.600000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.638978E-10
3.177600E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	2.000000E-1	6.500000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.086949E-10
3.336700E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	2.100000E-1	6.350000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.299723E-10
3.494900E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	2.200000E-1	6.250000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.756575E-10
3.652700E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	2.300000E-1	6.100000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.971465E-10
3.811700E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	2.400000E-1	5.900000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.874595E-10
3.969500E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	2.500000E-1	5.800000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.556068E-10
4.128100E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	2.600000E-1	5.600000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.115713E-10
4.286400E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	2.700000E-1	5.500000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.173242E-10
4.444600E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	2.800000E-1	5.350000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.528995E-10
4.602300E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	2.900000E-1	5.150000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.784493E-10
4.761000E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	3.000000E-1	5.050000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.934240E-10
4.919200E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	3.100000E-1	5.000000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.691431E-10
5.077300E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	3.200000E-1	4.900000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.327643E-10
5.235200E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	3.300000E-1	4.850000E+1	5.000000E+0	0.000000E+0	0.000000E+0	-2.119097E-10
5.393400E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	3.400000E-1	4.800000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.113598E-10
5.551600E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	3.500000E-1	4.750000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.432971E-10
5.709300E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	3.600000E-1	4.750000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.658437E-10
5.867600E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	3.700000E-1	4.650000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.906744E-10
6.025400E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	3.800000E-1	4.600000E+1	5.000000E+0	0.000000E+0	0.000000E+0	-2.897861E-10
6.183700E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	3.900000E-1	4.600000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.508691E-10
6.341800E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	4.000000E-1	4.550000E+1	5.000000E+0	0.000000E+0	0.000000E+0	-2.143632E-10
6.499700E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	4.100000E-1	4.500000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-1.971890E-10
6.657800E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	4.200000E-1	4.500000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.009960E-10
6.815600E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	4.300000E-1	4.400000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.168590E-10
6.973400E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	4.400000E-1	4.350000E+1	5.000000E+0	0.000000E+0	0.000000E+0	-2.388131E-10
7.131200E+1	1.864000E+0	1.000000E-4	0.000000E+0	0.000000E+0	4.500000E-1	4.350000E+1	0.000000E+0	0.000000E+0	0.000000E+0	-2.575950E-10
